Presence of JS,Presence of NS,Presence of external JS,Presence of internal JS,Presence of image,Presence of iframe,Presence of redirects,Presence of links,Number of JS,Number of NS,Number of external JS,Number of internal JS,Number of image,Nuber of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Number of mms API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of semi-colon,Number of digits,World Traffic rank,Country Traffic rank,Output
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,1,5,0,0,5,0,0,0,16,0,0,0,0,70,3,0,1,9,0,0,0,0,6,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,0,2,0,0,0,0,0,1,278935,24967,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,70,3,1,2,1,1,1,0,0,3,0,0,1
1,0,0,1,1,0,0,1,3,0,0,3,1,0,0,2,0,0,0,0,40,3,0,2,0,0,0,0,0,0,0,0,1
1,1,0,1,1,0,0,1,37,1,0,37,76,0,0,124,0,0,0,0,22,3,0,1,0,0,0,0,0,3,3918,998,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,8,0,5,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,15,0,0,15,9,0,0,36,0,0,0,0,41,3,0,2,1,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,8,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,39,3,0,2,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,30,3,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,6,0,1,1,0,0,0,0,0,7249666,0,1
1,1,0,1,1,0,0,1,37,1,0,37,76,0,0,124,0,0,0,0,24,3,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,1,18,0,0,18,0,0,0,16,0,2,0,0,65,3,0,3,0,0,0,0,0,17,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,27,3,0,1,2,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,92,0,0,0,0,40,3,0,2,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,3,0,0,3,1,0,0,2,0,0,0,0,70,5,1,1,0,0,2,1,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,38,3,0,3,0,0,0,0,0,0,0,0,1
1,1,0,1,1,0,0,1,1,1,0,1,2,0,0,26,0,0,0,0,70,3,1,3,1,0,1,0,0,7,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,0,2,0,0,0,0,0,18,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,40,3,0,3,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,70,6,0,2,0,0,0,0,0,4,2528,38,1
1,0,0,1,1,0,0,1,3,0,0,3,1,0,0,2,0,0,0,0,33,3,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,1,0,0,0,0,0,0,0,0,1
1,1,0,1,1,0,0,1,10,47,0,10,24,0,0,997,0,0,0,0,60,3,0,1,1,0,0,0,0,26,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,15,0,0,0,0,55,3,0,4,2,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,31,3,0,2,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0,2,1,1,0,0,0,17,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,3,0,1,0,0,0,0,0,1,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,40,3,0,2,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,3,0,0,3,1,0,0,2,0,0,0,0,65,4,1,1,0,0,3,2,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,50,7,0,3,0,0,0,0,0,1,2175563,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,0,2,0,0,0,0,0,16,0,0,1
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,10,0,0,0,0,46,3,0,7,1,0,0,0,0,6,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,1,2,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,3,0,0,3,1,0,0,2,0,0,0,0,40,4,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,3,0,0,3,2,0,0,5,0,0,0,0,32,3,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,2,1,0,0,0,0,0,1321527,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,4,1,0,0,0,0,0,0,0,1
1,1,0,1,1,0,0,0,2,1,0,2,5,0,0,0,0,0,0,0,21,3,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,5,0,0,4,0,0,0,0,46,4,0,2,0,0,0,0,0,4,6334,2341,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,33,3,0,2,0,0,0,0,0,0,2700683,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,22,3,0,1,0,0,0,0,0,1,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,47,3,0,3,2,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,29,3,0,2,0,0,0,0,0,0,0,0,1
1,1,0,1,1,0,0,1,10,47,0,10,24,0,0,997,0,0,0,0,43,3,0,1,0,0,0,0,0,0,0,0,1
1,1,0,1,1,0,0,1,10,47,0,10,24,0,0,997,0,0,0,0,43,3,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,47,3,0,3,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,38,3,0,2,2,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,38,3,0,2,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,15,0,0,0,0,46,3,0,3,2,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,15,0,0,0,0,46,3,0,3,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,23,0,0,23,3,0,0,4,0,0,0,0,30,3,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,15,0,0,0,0,51,3,0,4,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,49,3,0,3,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,0,1,0,0,0,0,0,18,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,15,0,0,0,0,42,3,0,3,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,92,0,0,0,0,30,3,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0,1,1,0,1,0,0,21,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,38,3,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,2,0,0,0,0,0,17,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,0,2,0,0,0,0,0,18,0,0,1
1,1,0,1,1,0,0,1,10,47,0,10,24,0,0,997,0,0,0,0,60,3,0,1,1,0,0,0,0,16,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,48,3,0,2,1,0,0,0,0,0,0,0,1
1,1,0,1,1,0,0,0,2,1,0,2,5,0,0,0,0,0,0,0,22,3,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,9,0,0,9,10,0,0,31,0,0,0,0,36,3,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,19,0,0,0,0,44,3,0,1,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,33,3,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,24,3,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,73,6,0,5,0,0,0,0,0,6,1,1,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,15,0,0,0,0,40,3,0,2,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,6,0,5,0,0,0,0,0,0,13971,3402,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,54,5,0,7,0,0,0,0,0,0,97376,692,1
1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,73,4,1,5,0,1,2,1,0,8,0,0,1
1,0,0,1,1,0,0,1,5,0,0,5,2,0,0,1,0,0,0,0,22,3,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,24,3,0,1,0,0,0,0,0,1,0,0,1
1,0,0,1,0,1,0,1,39,0,0,39,0,1,0,14,0,0,0,0,40,3,1,1,0,0,1,0,0,1,197721,0,1
0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,7,0,3,0,0,44,4,0,3,0,0,0,0,0,0,183142,11066,1
1,0,0,1,1,0,0,1,3,0,0,3,1,0,0,37,0,0,0,0,32,3,0,2,0,0,0,0,0,0,0,0,1
1,1,0,1,1,0,0,1,15,1,0,15,1,0,0,94,0,0,0,0,57,3,0,7,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,1,5,1,0,0,0,0,6,0,0,1
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,40,3,0,3,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,35,3,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,44,3,0,1,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,2,0,0,0,0,0,0,337099,60549,1
1,0,0,1,1,0,0,1,2,0,0,2,5,0,0,6,0,0,0,0,43,3,0,3,0,0,0,0,0,3,6427,2463,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,36,3,0,2,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,15,0,0,0,0,39,3,0,2,1,0,0,0,0,0,0,0,1
1,1,0,1,1,0,0,1,1,1,0,1,2,0,0,26,0,0,0,0,73,3,1,6,1,0,1,0,0,5,2556036,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,1,1,0,0,0,0,2,0,0,1
1,0,0,1,1,0,0,1,11,0,0,11,1,0,0,5,0,0,0,0,44,5,0,2,0,0,0,0,0,10,14014,9686,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,73,6,0,5,0,1,0,0,0,4,1,1,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,24,3,0,1,1,0,0,0,0,1,0,0,1
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,26,3,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,1,3,0,0,3,0,0,0,425,0,0,0,0,26,3,0,1,1,0,0,0,0,3,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,1,6,1,0,0,0,0,6,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5,2,3,0,0,2,0,0,0,971890,69926,1
1,0,0,1,1,0,0,1,2,0,0,2,5,0,0,6,0,0,0,0,39,3,0,2,3,0,0,0,0,3,6427,2463,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,0,5,2,0,0,0,0,10,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,0,5,1,0,0,0,0,0,0,0,1
1,1,0,1,1,1,0,1,81,505,0,81,1079,1,0,1228,0,0,0,0,32,3,0,2,1,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,5,0,4,0,0,0,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,0,1,0,0,1
1,0,0,1,1,0,0,1,11,0,0,11,1,0,0,1,0,0,0,0,31,3,0,5,0,0,0,0,0,0,1919262,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,2,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,5,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,0,4,0,0,0,0,0,4,0,0,1
1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,54,6,0,5,1,0,0,0,0,3,0,0,1
1,0,0,1,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,35,4,0,1,1,0,0,0,0,8,0,0,1
1,0,0,1,1,0,0,1,11,0,0,11,1,0,0,1,0,0,0,0,25,3,0,2,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,5,0,4,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,6,1,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,1,5,1,0,0,0,0,0,8335152,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,73,6,0,5,0,0,0,0,0,7,1,1,1
1,1,0,1,1,1,0,0,35,4,0,35,3,2,0,0,0,0,0,0,34,5,0,1,1,0,0,0,0,0,3897851,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,0,5,2,0,0,0,0,0,0,0,1
1,1,0,1,1,1,0,1,81,505,0,81,1079,1,0,1229,0,0,0,0,21,3,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,7,1,0,0,0,0,0,8158541,0,1
1,1,0,1,1,0,0,1,9,1,0,9,67,0,0,201,0,0,0,0,28,4,0,4,1,0,0,0,0,0,1724454,26597,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,6,0,4,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,8,0,0,8,1,0,0,7,0,0,0,0,55,3,0,5,4,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,41,5,0,4,2,0,0,0,0,0,9804601,0,1
1,0,0,1,0,0,0,1,4,0,0,4,0,0,0,4,0,0,0,0,39,3,0,1,1,0,0,0,0,7,0,0,1
1,1,0,1,1,1,0,1,81,505,0,81,1079,1,0,1229,0,0,0,0,27,3,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,11,0,0,11,1,0,0,1,0,0,0,0,33,3,0,5,0,0,0,0,0,0,1919262,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,6,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,42,3,0,2,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,0,1,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,15,0,0,0,0,44,3,0,1,3,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,0,4,0,0,0,0,0,2,0,0,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,24,3,0,1,1,0,0,0,0,1,0,0,1
1,0,0,1,1,0,0,1,11,0,0,11,1,0,0,1,0,0,0,0,32,3,0,2,0,0,0,0,0,0,1919262,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,38,3,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,30,3,0,2,0,0,0,0,0,0,0,0,1
1,1,0,1,1,1,0,1,81,505,0,81,1079,1,0,1229,0,0,0,0,25,3,0,1,2,0,0,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,0,6,0,1,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,15,0,0,0,0,30,3,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,0,8,0,0,0,0,0,1,5955,2201,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,0,1,0,0,1
1,0,0,1,1,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,57,4,0,22,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,0,4,0,0,0,0,0,12,0,0,1
1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,66,3,0,15,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6,0,5,0,0,0,0,0,5,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,0,6,0,0,0,0,0,5,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,5,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,11,0,0,11,1,0,0,1,0,0,0,0,36,3,0,8,0,0,0,0,0,0,1919262,0,1
1,0,0,1,0,1,0,1,39,0,0,39,0,1,0,14,0,0,0,0,73,3,0,6,3,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,25,3,0,2,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,5,0,5,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,0,5,2,0,0,0,0,10,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,5,0,5,0,0,0,0,0,20,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,1,1,0,0,0,0,2,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,5,0,0,6,0,0,0,0,41,3,0,2,1,0,0,0,0,3,6427,2463,1
1,0,0,1,1,0,0,1,2,0,0,2,5,0,0,6,0,0,0,0,37,3,0,2,1,0,0,0,0,3,6427,2463,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5,0,4,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,23,3,0,2,0,0,0,0,0,1,19578,450,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,27,3,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,0,6,0,0,0,0,0,5,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,32,5,0,2,0,0,0,0,0,0,827387,67497,1
1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,73,5,1,5,1,0,0,0,0,0,0,0,1
1,1,0,1,1,1,0,0,26,1,0,26,1,1,0,0,0,0,0,0,35,3,0,2,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,5,0,0,6,0,0,0,0,59,3,0,5,0,0,0,0,0,3,6427,2463,1
1,0,0,1,1,0,0,1,2,0,0,2,5,0,0,6,0,0,0,0,43,3,0,3,0,0,0,0,0,3,6427,2463,1
1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,31,3,0,3,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,11,0,0,11,1,0,0,1,0,0,0,0,38,3,0,11,0,0,0,0,0,0,1919262,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,4,2,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,36,3,0,2,1,0,0,0,0,12,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6,0,6,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,11,0,0,11,1,0,0,5,0,0,0,0,45,5,0,2,0,0,0,0,0,10,14014,9686,1
1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,52,3,0,7,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,73,7,0,6,0,1,0,0,0,0,859136,0,1
1,0,0,1,0,1,0,1,39,0,0,39,0,1,0,14,0,0,0,0,63,4,1,5,0,0,1,0,0,3,1970928,0,1
1,0,0,1,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,22,3,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,27,3,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,45,4,0,2,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,73,5,0,5,2,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,1,0,0,0,0,0,0,97752,30794,1
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,73,3,1,6,1,0,0,0,0,4,0,0,1
1,0,0,1,1,0,0,1,5,0,0,5,24,0,0,15,0,0,0,0,73,5,1,6,1,0,0,0,0,5,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,2,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4,0,5,2,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,5,0,0,6,0,0,0,0,39,3,0,2,0,0,0,0,0,3,6427,2463,1
1,1,0,1,1,0,0,1,14,2,0,14,87,0,0,109,0,0,0,0,24,3,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,3,0,0,3,1,0,0,2,0,0,0,0,63,3,0,5,0,0,0,0,0,2,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,5,0,0,6,0,0,0,0,40,3,0,2,0,0,0,0,0,3,6427,2463,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,0,0,4363348,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,31,4,0,2,0,0,0,0,0,0,827387,67497,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,0,2,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,0,5,2,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,28,3,0,1,1,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,2,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,11,0,0,11,1,0,0,1,0,0,0,0,34,3,0,5,0,0,0,0,0,0,1919262,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,5,3,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,5,0,0,6,0,0,0,0,59,3,0,6,0,0,0,0,0,3,6427,2463,1
1,0,0,1,1,0,0,1,2,0,0,2,5,0,0,6,0,0,0,0,49,3,0,5,1,0,0,0,0,3,6427,2463,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,5,0,6,0,0,0,0,0,10,7291,1755,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,2,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,6,0,0,0,0,0,1,4801555,0,1
1,0,0,1,1,0,0,0,4,0,0,4,1,0,0,0,0,0,0,0,50,3,0,17,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,0,5,1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,11,0,0,0,0,28,3,0,1,0,0,0,0,0,0,27240,1370,1
